Day of the Week,Field Contact Date,Street Number,Street Name,City
Tue,02/14/2017 12:10:00 AM,1600,FOSTER ST/ASHLAND AV,EVANSTON
Mon,02/13/2017 04:47:00 PM,1900,HOWARD ST,EVANSTON
Mon,02/13/2017 02:36:00 PM,1400,DOBSON ST,EVANSTON
Mon,02/13/2017 01:10:00 PM,1000,CHICAGO AV,EVANSTON
Sun,02/12/2017 10:49:00 PM,1700,CLEVELAND ST/DEWEY AV,EVANSTON
Sun,02/12/2017 10:33:00 PM,600,DODGE AV,EVANSTON
Sun,02/12/2017 10:10:00 PM,600,DODGE AV,EVANSTON
Sun,02/12/2017 09:29:00 PM,100,RIDGE AV,EVANSTON
Sun,02/12/2017 09:15:00 PM,600,DODGE AV,EVANSTON
Sun,02/12/2017 01:30:00 PM,1000,SHERIDAN RD,EVANSTON
Sat,02/11/2017 11:36:00 PM,800,CHICAGO AV,EVANSTON
Sat,02/11/2017 10:08:00 PM,2300,NOYES CT,EVANSTON
Sat,02/11/2017 06:36:00 PM,1600,DODGE AV,EVANSTON
Sat,02/11/2017 04:19:00 AM,300,DAVIS ST,EVANSTON
Sat,02/11/2017 12:48:00 AM,2300,NOYES CT,EVANSTON
Fri,02/10/2017 10:39:00 PM,1800,DODGE AV,EVANSTON
Fri,02/10/2017 10:39:00 PM,1800,DODGE AV,EVANSTON
Fri,02/10/2017 10:39:00 PM,1800,DODGE AV,EVANSTON
Fri,02/10/2017 10:30:00 PM,1800,FOSTER ST,EVANSTON
Fri,02/10/2017 12:21:00 PM,2100,HOWARD ST/HOYNE AV,CHICAGO
Fri,02/10/2017 09:04:00 AM,2100,HOWARD ST/HOYNE AV,CHICAGO
Thu,02/09/2017 06:07:00 AM,1900,FOSTER ST,EVANSTON
Wed,02/08/2017 06:30:00 PM,1000,EMERSON ST,EVANSTON
Wed,02/08/2017 05:00:00 PM,1800,HOVLAND CT,EVANSTON
Wed,02/08/2017 07:43:00 AM,1900,JUNEWAY TER,EVANSTON
Tue,02/07/2017 09:18:00 PM,3300,DEMPSTER ST,SKOKIE
Tue,02/07/2017 06:01:00 PM,1900,DARROW AV,EVANSTON
Tue,02/07/2017 03:18:00 PM,1900,DARROW AV,EVANSTON
Tue,02/07/2017 09:06:00 AM,1900,JUNEWAY TER,EVANSTON
Tue,02/07/2017 09:06:00 AM,1900,JUNEWAY TER,EVANSTON
Tue,02/07/2017 01:58:00 AM,400,DODGE AV/KIRK ST,EVANSTON
Tue,02/07/2017 12:39:00 AM,400,DODGE AV/KIRK ST,EVANSTON
Tue,02/07/2017 12:07:00 AM,100,CUSTER AV,EVANSTON
Tue,02/07/2017 12:07:00 AM,100,CUSTER AV,EVANSTON
Tue,02/07/2017 12:07:00 AM,100,CUSTER AV,EVANSTON
Mon,02/06/2017 08:46:00 PM,1300,LAKE ST,EVANSTON
Sat,02/04/2017 11:10:00 PM,2700,HARTZELL ST,EVANSTON
Sat,02/04/2017 04:47:00 PM,1500,MC DANIEL AV,EVANSTON
Sat,02/04/2017 04:47:00 PM,1500,MC DANIEL AV,EVANSTON
Sat,02/04/2017 03:18:00 PM,700,SHERMAN AV/MONROE ST,EVANSTON
Thu,02/02/2017 10:04:00 PM,2400,CHURCH ST,EVANSTON
Thu,02/02/2017 07:52:00 PM,2400,CHURCH ST,EVANSTON
Wed,02/01/2017 11:02:00 PM,500,CHICAGO AV,EVANSTON
Wed,02/01/2017 09:57:00 PM,300,CUSTER AV,EVANSTON
Wed,02/01/2017 01:20:00 AM,800,DAVIS ST,EVANSTON
Wed,02/01/2017 01:10:00 AM,800,DAVIS ST,EVANSTON
Wed,02/01/2017 12:36:00 AM,800,DAVIS ST,EVANSTON
Sun,01/29/2017 11:21:00 PM,1800,BROWN AV,EVANSTON
Sun,01/29/2017 08:45:00 PM,1600,OAK AV,EVANSTON
Sat,01/28/2017 04:33:00 PM,1900,JACKSON AV,EVANSTON
Sat,01/28/2017 03:57:00 PM,1900,JACKSON AV,EVANSTON
Sat,01/28/2017 12:31:00 PM,600,HOWARD ST,EVANSTON
Sat,01/28/2017 02:24:00 AM,7300,RIDGE,
Sat,01/28/2017 12:38:00 AM,600,SHERIDAN SQ,EVANSTON
Sat,01/28/2017 12:20:00 AM,500,SHERIDAN SQ,EVANSTON
Fri,01/27/2017 05:12:00 PM,2100,OAKTON ST,EVANSTON
Fri,01/27/2017 04:35:00 PM,2200,EMERSON ST,EVANSTON
Thu,01/26/2017 08:57:00 PM,2200,FOSTER ST,EVANSTON
Thu,01/26/2017 05:24:00 PM,1100,DODGE AV,EVANSTON
Tue,01/24/2017 04:46:00 PM,2400,MAIN ST,EVANSTON
Mon,01/23/2017 06:15:00 PM,1400,SHERMAN AV,EVANSTON
Mon,01/23/2017 03:17:00 PM,900,DAVIS ST,EVANSTON
Mon,01/23/2017 12:07:00 AM,700,WASHINGTON ST,EVANSTON
Sun,01/22/2017 04:32:00 PM,1100,WESLEY AV,EVANSTON
Sun,01/22/2017 02:15:00 AM,100,GREY AV,EVANSTON
Sun,01/22/2017 02:15:00 AM,100,GREY AV,EVANSTON
Sun,01/22/2017 01:09:00 AM,1800,ASHLAND AV,EVANSTON
Sun,01/22/2017 01:00:00 AM,1600,SIMPSON ST/ASHLAND AV,EVANSTON
Sun,01/22/2017 12:10:00 AM,,DEMPSTER/MCCORMICK,SKOKIE
Sun,01/22/2017 12:10:00 AM,,DEMPSTER/MCCORMICK,SKOKIE
Sun,01/22/2017 12:10:00 AM,,DEMPSTER/MCCORMICK,SKOKIE
Sun,01/22/2017 12:10:00 AM,,DEMPSTER/MCCORMICK,SKOKIE
Sat,01/21/2017 11:20:00 PM,1800,ASHLAND AV,EVANSTON
Sat,01/21/2017 11:20:00 PM,1800,ASHLAND,EVANSTON
Sat,01/21/2017 11:20:00 PM,1800,ASHLAND AV,EVANSTON
Sat,01/21/2017 04:55:00 PM,800,CHURCH ST,EVANSTON
Sat,01/21/2017 04:55:00 PM,800,CHURCH ST,EVANSTON
Sat,01/21/2017 04:55:00 PM,800,CHURCH ST,EVANSTON
Sat,01/21/2017 04:55:00 PM,800,CHURCH ST,EVANSTON
Sat,01/21/2017 06:41:00 AM,100,RIDGE AV,EVANSTON
Sat,01/21/2017 01:44:00 AM,1900,GREY AV,EVANSTON
Fri,01/20/2017 05:03:00 PM,2000,CHURCH ST,EVANSTON
Fri,01/20/2017 03:43:00 AM,2000,LAKE ST/BROWN AV,EVANSTON
Fri,01/20/2017 01:45:00 AM,1200,OAKTON ST,EVANSTON
Fri,01/20/2017 01:32:00 AM,1900,GREY AV,EVANSTON
Thu,01/19/2017 04:15:00 PM,2400,DEMPSTER ST,EVANSTON
Thu,01/19/2017 02:31:00 AM,7600,CLAREMONT,CHICAGO
Tue,01/17/2017 08:37:00 PM,100,RIDGE AV,EVANSTON
Tue,01/17/2017 05:43:00 PM,800,HOWARD ST,EVANSTON
Tue,01/17/2017 05:01:00 PM,7800,MARSHFIELD AV/JUNEWAY TER,CHICAGO
Mon,01/16/2017 02:27:00 AM,400,RIDGE AV,EVANSTON
Mon,01/16/2017 02:27:00 AM,400,RIDGE AV,EVANSTON
Mon,01/16/2017 12:56:00 AM,1600,DOBSON ST/FLORENCE AV,EVANSTON
Mon,01/16/2017 12:27:00 AM,400,RIDGE AV,EVANSTON
Mon,01/16/2017 12:27:00 AM,400,RIDGE AV,EVANSTON
Mon,01/16/2017 12:03:00 AM,2400,NATHANIEL PL,EVANSTON
Sun,01/15/2017 11:57:00 PM,2400,NATHANIEL PL,EVANSTON
Sun,01/15/2017 09:11:00 PM,2400,NATHANIEL PL,EVANSTON
Sun,01/15/2017 04:34:00 PM,1900,GRANT ST,EVANSTON
Sun,01/15/2017 12:08:00 AM,2400,NATHANIEL PL,EVANSTON
Sat,01/14/2017 11:59:00 PM,1300,HARTREY AV,EVANSTON
Sat,01/14/2017 12:02:00 AM,1900,HOWARD ST/DODGE AV,EVANSTON
Fri,01/13/2017 01:52:00 AM,400,RIDGE AV,EVANSTON
Fri,01/13/2017 01:25:00 AM,400,RIDGE AV,EVANSTON
Thu,01/12/2017 10:18:00 PM,1700,EMERSON ST,EVANSTON
Wed,01/11/2017 04:59:00 PM,1400,HOWARD ST,CHICAGO
Wed,01/11/2017 03:48:00 PM,1400,HOWARD ST,EVANSTON
Wed,01/11/2017 12:48:00 AM,,CLARK/BIRCHWOOD,CHICAGO
Tue,01/10/2017 11:36:00 PM,1900,DEWEY AV/EMERSON ST,EVANSTON
Tue,01/10/2017 09:06:00 PM,1900,FOSTER ST,EVANSTON
Tue,01/10/2017 09:03:00 PM,1400,CLEVELAND ST,EVANSTON
Mon,01/09/2017 05:59:00 AM,1100,DODGE AV,EVANSTON
Sun,01/08/2017 09:20:00 PM,7500,CLARK,CHICAGO
Sun,01/08/2017 12:58:00 AM,2000,CHURCH ST,EVANSTON
Sun,01/08/2017 12:34:00 AM,400,RIDGE AV,EVANSTON
Sun,01/08/2017 12:34:00 AM,400,RIDGE AV,EVANSTON
Sun,01/08/2017 12:07:00 AM,600,CASE PL,EVANSTON
Sat,01/07/2017 11:24:00 PM,3400,CHURCH ST,SKOKIE
Sat,01/07/2017 06:53:00 PM,2000,DARROW AV,EVANSTON
Sat,01/07/2017 06:52:00 PM,2000,DARROW AV,EVANSTON
Fri,01/06/2017 11:30:00 PM,700,CHURCH ST,EVANSTON
Fri,01/06/2017 11:24:00 PM,700,CHURCH ST,EVANSTON
Fri,01/06/2017 05:45:00 PM,1700,DARROW AV,EVANSTON
Fri,01/06/2017 04:21:00 PM,700,CHURCH ST,EVANSTON
Fri,01/06/2017 04:21:00 PM,700,CHURCH ST,EVANSTON
Fri,01/06/2017 04:10:00 PM,100,CHICAGO AV,EVANSTON
Fri,01/06/2017 04:10:00 PM,100,CHICAGO AV,EVANSTON
Wed,01/04/2017 09:46:00 PM,1300,HOWARD ST,EVANSTON
Tue,01/03/2017 06:28:00 PM,1900,HOWARD ST,EVANSTON
Tue,01/03/2017 06:17:00 PM,1900,HOWARD ST,EVANSTON
Tue,01/03/2017 03:27:00 AM,400,DARROW AV,EVANSTON
Tue,01/03/2017 03:23:00 AM,2200,CHURCH ST,EVANSTON
Tue,01/03/2017 12:09:00 AM,1000,BROWN AV,EVANSTON
Tue,01/03/2017 12:09:00 AM,1000,BROWN AV,EVANSTON
Mon,01/02/2017 02:15:00 AM,1900,ASBURY AV,EVANSTON
Thu,12/29/2016 03:38:00 AM,2300,GREEN BAY RD,EVANSTON
Thu,12/29/2016 02:15:00 AM,1300,EMERSON ST,EVANSTON
Tue,12/27/2016 09:44:00 PM,900,DAVIS ST,EVANSTON
Tue,12/27/2016 09:29:00 PM,600,HOWARD ST,EVANSTON
Tue,12/27/2016 03:24:00 AM,1900,ASBURY AV,EVANSTON
Tue,12/27/2016 03:05:00 AM,1900,ASBURY AV,EVANSTON
Tue,12/27/2016 02:42:00 AM,1900,ASBURY AV,EVANSTON
Tue,12/27/2016 02:32:00 AM,1900,ASBURY AV,EVANSTON
Tue,12/27/2016 02:08:00 AM,1800,W BIRCHWOOD,CHICAGO
Mon,12/26/2016 07:54:00 PM,1800,DEMPSTER ST,EVANSTON
Mon,12/26/2016 07:54:00 PM,1800,DEMPSTER ST,EVANSTON
Mon,12/26/2016 02:05:00 PM,1800,CRAIN ST,EVANSTON
Sat,12/24/2016 03:51:00 AM,,WESTERN/HOWARD,CHICAGO
Sat,12/24/2016 03:39:00 AM,,WESTERN/HOWARD,CHICAGO
Sat,12/24/2016 03:16:00 AM,,WESTERN/HOWARD,CHICAGO
Fri,12/23/2016 04:25:00 AM,300,DODGE AV,EVANSTON
Fri,12/23/2016 04:10:00 AM,300,DODGE AV,EVANSTON
Fri,12/23/2016 01:39:00 AM,0,CUSTER AV/HOWARD ST,EVANSTON
Thu,12/22/2016 11:43:00 PM,,CLARK/ROGERS,CHICAGO
Thu,12/22/2016 02:53:00 AM,9500,MCCORMICK,SKOKIE
Thu,12/22/2016 01:41:00 AM,,BOSWORTH/JONQUIL,CHICAGO
Thu,12/22/2016 12:21:00 AM,700,HOWARD,EVANSTON
Wed,12/21/2016 11:43:00 PM,900,DODGE AV/MAIN ST,EVANSTON
Tue,12/20/2016 11:45:00 PM,1200,DODGE AV,EVANSTON
Tue,12/20/2016 02:25:00 AM,1900,DEMPSTER ST,EVANSTON
Mon,12/19/2016 11:39:00 PM,9400,MCCORMICK,SKOKIE
Sun,12/18/2016 11:31:00 PM,400,BARTON AV,EVANSTON
Sun,12/18/2016 11:31:00 PM,400,BARTON AV,EVANSTON
Sun,12/18/2016 11:31:00 PM,400,BARTON AV,EVANSTON
Sun,12/18/2016 05:30:00 AM,400,BARTON AV,EVANSTON
Sat,12/17/2016 12:45:00 AM,1600,ASBURY AV,EVANSTON
Fri,12/16/2016 02:36:00 AM,1700,MC DANIEL AV,EVANSTON
Fri,12/16/2016 12:12:00 AM,,CALIFORNIA/TOUHY,CHICAGO
Thu,12/15/2016 01:47:00 AM,1200,MC DANIEL AV,EVANSTON
Sun,12/11/2016 12:04:00 AM,,DEMPSTER/MCCORMICK,SKOKIE
Sat,12/10/2016 03:22:00 AM,1400,ASBURY AV,EVANSTON
Sat,12/10/2016 02:43:00 AM,2000,BROWN AV,EVANSTON
Sat,12/10/2016 01:40:00 AM,1400,ASBURY AV,EVANSTON
Fri,12/09/2016 11:52:00 PM,1000,OAKTON ST/RIDGE AV,EVANSTON
Fri,12/09/2016 07:23:00 PM,1900,JACKSON AV,EVANSTON
Fri,12/09/2016 07:23:00 PM,1900,JACKSON AV,EVANSTON
Fri,12/09/2016 04:12:00 AM,,HOWARD/WOLCOTT,CHICAGO
Fri,12/09/2016 03:11:00 AM,2200,CHURCH ST,EVANSTON
Fri,12/09/2016 02:11:00 AM,,HOWARD/WOLCOTT,CHICAGO
Fri,12/09/2016 12:15:00 AM,1800,WESLEY AV,EVANSTON
Fri,12/09/2016 12:15:00 AM,1800,WESLEY AV,EVANSTON
Fri,12/09/2016 12:15:00 AM,1800,WESLEY AV,EVANSTON
Thu,12/08/2016 11:20:00 PM,1700,DARROW AV,EVANSTON
Thu,12/08/2016 12:49:00 PM,1500,PITNER AV/GROVE ST,EVANSTON
Wed,12/07/2016 11:32:00 PM,1500,EMERSON ST/ASHLAND AV,EVANSTON
Mon,12/05/2016 08:45:00 PM,500,MICHIGAN AV,EVANSTON
Sun,12/04/2016 04:16:00 AM,2400,GREEN BAY RD/LINCOLN ST,EVANSTON
Sat,12/03/2016 12:20:00 AM,1000,ELMWOOD AVENUE,EVANSTON
Sat,12/03/2016 12:17:00 AM,800,HOWARD ST,EVANSTON
Fri,12/02/2016 10:28:00 PM,1300,DODGE AV/DEMPSTER ST,EVANSTON
Thu,12/01/2016 09:57:00 PM,1000,CHICAGO AV/LEE ST,EVANSTON
Thu,12/01/2016 03:27:00 AM,100,OAKTON ST/ARNOLD PL,EVANSTON
Thu,12/01/2016 12:34:00 AM,1800,TOUHY,CHICAGO
Wed,11/30/2016 09:48:00 PM,100,CUSTER AV,EVANSTON
Wed,11/30/2016 09:48:00 PM,100,CUSTER AV,EVANSTON
Tue,11/29/2016 01:45:00 AM,200,CUSTER AV,EVANSTON
Sun,11/27/2016 01:57:00 AM,100,CHICAGO AV,EVANSTON
Sun,11/27/2016 01:13:00 AM,2200,DEMPSTER ST/HARTREY AV,EVANSTON
Sat,11/26/2016 11:40:00 PM,400,HOWARD ST,EVANSTON
Sat,11/26/2016 11:33:00 PM,400,HOWARD ST,EVANSTON
Fri,11/25/2016 08:40:00 PM,100,ASBURY AV,EVANSTON
Thu,11/24/2016 10:54:00 PM,2400,MAIN ST,EVANSTON
Wed,11/23/2016 05:45:00 AM,100,RIDGE AV,EVANSTON
Wed,11/23/2016 05:36:00 AM,100,RIDGE AV,EVANSTON
Wed,11/23/2016 12:03:00 AM,1300,FOWLER AV,EVANSTON
Tue,11/22/2016 12:30:00 PM,1800,DODGE AV,EVANSTON
Tue,11/22/2016 12:46:00 AM,600,HOWARD ST,EVANSTON
Tue,11/22/2016 12:31:00 AM,2000,FOSTER ST,EVANSTON
Tue,11/22/2016 12:26:00 AM,1700,EMERSON ST,EVANSTON
Mon,11/21/2016 11:59:00 PM,1000,EMERSON ST/MAPLE AV,EVANSTON
Mon,11/21/2016 11:50:00 PM,1000,EMERSON ST/MAPLE AV,EVANSTON
Mon,11/21/2016 11:41:00 PM,1000,EMERSON ST/MAPLE AV,EVANSTON
Mon,11/21/2016 12:30:00 PM,2000,DODGE AV,EVANSTON
Mon,11/21/2016 12:30:00 PM,2000,DODGE AV,EVANSTON
Mon,11/21/2016 04:00:00 AM,2500,HOWARD ST,EVANSTON
Mon,11/21/2016 04:00:00 AM,2500,HOWARD ST,EVANSTON
Mon,11/21/2016 12:15:00 AM,800,LAKE ST/SHERMAN AV,EVANSTON
Sat,11/19/2016 09:42:00 PM,100,RIDGE AV,EVANSTON
Sat,11/19/2016 09:42:00 PM,100,RIDGE AV,EVANSTON
Sat,11/19/2016 09:42:00 PM,100,RIDGE AV,EVANSTON
Sat,11/19/2016 07:39:00 PM,700,DODGE AV,EVANSTON
Sat,11/19/2016 07:39:00 PM,700,DODGE AV,EVANSTON
Sat,11/19/2016 07:39:00 PM,700,DODGE AV,EVANSTON
Sat,11/19/2016 07:39:00 PM,700,DODGE AV,EVANSTON
Fri,11/18/2016 11:48:00 PM,1600,FOSTER ST,EVANSTON
Fri,11/18/2016 11:48:00 PM,1600,FOSTER ST,EVANSTON
Fri,11/18/2016 11:48:00 PM,1600,FOSTER ST,EVANSTON
Fri,11/18/2016 11:48:00 PM,1600,FOSTER ST,EVANSTON
Fri,11/18/2016 02:34:00 AM,300,CUSTER AV,EVANSTON
Thu,11/17/2016 02:19:00 AM,400,HOWARD ST,EVANSTON
Thu,11/17/2016 01:41:00 AM,,RIDGE AV/BRUMMEL ST,EVANSTON
Wed,11/16/2016 02:20:00 AM,3900,DEMPSTER ST,SKOKIE
Wed,11/16/2016 01:38:00 AM,100,RIDGE AV,EVANSTON
Wed,11/16/2016 01:33:00 AM,100,RIDGE AV,EVANSTON
Wed,11/16/2016 01:24:00 AM,100,RIDGE AV,EVANSTON
Tue,11/15/2016 12:16:00 AM,1900,SHERIDAN RD,EVANSTON
Mon,11/14/2016 01:47:00 AM,2200,OAKTON ST,EVANSTON
Mon,11/14/2016 01:47:00 AM,2200,OAKTON ST,EVANSTON
Sat,11/12/2016 05:53:00 PM,2500,CHURCH ST,EVANSTON
Sat,11/12/2016 04:50:00 PM,1700,DARROW AV,EVANSTON
Fri,11/11/2016 03:45:00 AM,1000,CHURCH ST,EVANSTON
Fri,11/11/2016 02:35:00 AM,1900,CHURCH ST/BROWN AV,EVANSTON
Fri,11/11/2016 12:49:00 AM,2400,OAKTON ST,EVANSTON
Fri,11/11/2016 12:49:00 AM,2400,OAKTON ST,EVANSTON
Fri,11/11/2016 12:49:00 AM,2400,OAKTON ST,EVANSTON
Thu,11/10/2016 11:59:00 PM,1400,PITNER AV,EVANSTON
Thu,11/10/2016 11:59:00 PM,1400,PITNER AV,EVANSTON
Thu,11/10/2016 07:22:00 PM,800,DOBSON ST,EVANSTON
Thu,11/10/2016 07:22:00 PM,800,DOBSON ST,EVANSTON
Thu,11/10/2016 12:51:00 PM,1600,FOSTER ST,EVANSTON
Thu,11/10/2016 12:57:00 AM,7500,HOYNE AV,CHICAGO
Thu,11/10/2016 12:57:00 AM,7500,HOYNE AV,CHICAGO
Thu,11/10/2016 12:00:00 AM,1400,PITNER AV,EVANSTON
Wed,11/09/2016 06:13:00 PM,1700,HARTREY AV,EVANSTON
Wed,11/09/2016 06:13:00 PM,1700,HARTREY AV,EVANSTON
Wed,11/09/2016 06:13:00 PM,1700,HARTREY AV,EVANSTON
Wed,11/09/2016 06:26:00 AM,9400,MCCORMICK,SKOKIE
Wed,11/09/2016 02:22:00 AM,2500,EMERSON ST,MAINE TWP
Mon,11/07/2016 11:33:00 PM,,WESTERN/HOWARD,CHICAGO
Mon,11/07/2016 11:25:00 PM,,WESTERN/HOWARD,CHICAGO
Sun,11/06/2016 06:00:00 PM,2100,W. HOWARD ST,CHICAGO
Sun,11/06/2016 12:15:00 AM,2100,W HOWARD STREET,CHICAGO
Sat,11/05/2016 10:50:00 PM,2100,BIRCHWOOD,CHICAGO
Sat,11/05/2016 05:45:00 PM,1000,DAVIS ST,EVANSTON
Sat,11/05/2016 05:45:00 PM,1000,DAVIS ST,EVANSTON
Sat,11/05/2016 04:14:00 AM,700,HOWARD ST,EVANSTON
Sat,11/05/2016 04:14:00 AM,700,HOWARD ST,EVANSTON
Fri,11/04/2016 07:53:00 AM,600,CASE PL,EVANSTON
Fri,11/04/2016 07:53:00 AM,600,CASE PL,EVANSTON
Fri,11/04/2016 07:53:00 AM,600,CASE PL,EVANSTON
Thu,11/03/2016 01:25:00 PM,2700,WOODBINE AV,EVANSTON
Thu,11/03/2016 05:17:00 AM,400,ASBURY AV,EVANSTON
Thu,11/03/2016 05:13:00 AM,400,ASBURY AV,EVANSTON
Thu,11/03/2016 05:09:00 AM,400,ASBURY AV,EVANSTON
Thu,11/03/2016 04:59:00 AM,400,ASBURY AV,EVANSTON
Wed,11/02/2016 05:48:00 PM,1700,HOWARD ST,EVANSTON
Wed,11/02/2016 03:11:00 AM,600,BRUMMEL ST,EVANSTON
Wed,11/02/2016 03:11:00 AM,600,BRUMMEL ST,EVANSTON
Wed,11/02/2016 02:38:00 AM,500,ASBURY AV,EVANSTON
Wed,11/02/2016 02:26:00 AM,500,ASBURY AV,EVANSTON
Tue,11/01/2016 01:09:00 AM,300,DEWEY AV,EVANSTON
Tue,11/01/2016 01:03:00 AM,300,DEWEY AV,EVANSTON
Mon,10/31/2016 11:50:00 PM,,ASBURY AV/OAKTON ST,EVANSTON
Mon,10/31/2016 02:18:00 AM,400,HOWARD ST,EVANSTON
Mon,10/31/2016 02:18:00 AM,400,HOWARD ST,EVANSTON
Sun,10/30/2016 03:15:00 AM,2300,CHURCH ST,EVANSTON
Sun,10/30/2016 01:03:00 AM,2300,CHURCH ST,EVANSTON
Sat,10/29/2016 04:09:00 AM,600,SHERIDAN SQ,EVANSTON
Sat,10/29/2016 04:09:00 AM,600,SHERIDAN SQ,EVANSTON
Fri,10/28/2016 11:47:00 PM,800,SHERIDAN RD,EVANSTON
Fri,10/28/2016 11:47:00 PM,800,SHERIDAN RD,EVANSTON
Fri,10/28/2016 06:50:00 PM,1400,DEMPSTER ST/WESLEY AV,EVANSTON
Fri,10/28/2016 04:23:00 AM,400,HOWARD ST,EVANSTON
Fri,10/28/2016 12:05:00 AM,1400,OAKTON ST,EVANSTON
Fri,10/28/2016 12:05:00 AM,1400,OAKTON ST,EVANSTON
Thu,10/27/2016 12:28:00 AM,200,CUSTER AV/BRUMMEL ST,EVANSTON
Wed,10/26/2016 01:33:00 AM,2200,CENTRAL ST,EVANSTON
Tue,10/25/2016 08:37:00 PM,800,DOBSON ST,EVANSTON
Tue,10/25/2016 08:31:00 PM,800,DOBSON ST,EVANSTON
Mon,10/24/2016 03:50:00 AM,400,HOWARD ST,EVANSTON
Mon,10/24/2016 03:50:00 AM,400,RIDGE AV,EVANSTON
Mon,10/24/2016 03:50:00 AM,400,RIDGE AV,EVANSTON
Sun,10/23/2016 11:15:00 PM,1800,CHURCH ST,EVANSTON
Sun,10/23/2016 05:30:00 PM,1800,CHURCH ST,EVANSTON
Fri,10/21/2016 09:31:00 PM,700,DOBSON ST,EVANSTON
Fri,10/21/2016 09:06:00 PM,1000,HOWARD,EVANSTN
Fri,10/21/2016 09:00:00 PM,600,HOWARD ST,EVANSTON
Fri,10/21/2016 07:18:00 PM,2000,DARROW AV,EVANSTON
Fri,10/21/2016 07:09:00 PM,700,DOBSON ST,EVANSTON
Fri,10/21/2016 02:22:00 AM,2100,GREEN BAY RD,EVANSTON
Fri,10/21/2016 01:35:00 AM,2100,GREEN BAY RD,EVANSTON
Fri,10/21/2016 01:35:00 AM,2100,GREEN BAY RD,EVANSTON
Fri,10/21/2016 01:35:00 AM,2100,GREEN BAY,EVANSTON
Fri,10/21/2016 01:35:00 AM,2100,GREEN BAY,EVANSTON
Thu,10/20/2016 11:45:00 PM,1800,DAVIS ST,EVANSTON
Thu,10/20/2016 11:39:00 PM,1800,DAVIS ST,EVANSTON
Thu,10/20/2016 06:59:00 PM,7600,BOSWORTH,CHICAGO
Thu,10/20/2016 01:57:00 AM,400,CALLAN AV,EVANSTON
Wed,10/19/2016 08:59:00 PM,700,HOWARD ST,EVANSTON
Wed,10/19/2016 08:45:00 PM,700,HOWARD ST,EVANSTON
Tue,10/18/2016 11:59:00 PM,2300,W JARVIS AV,CHICAGO
Tue,10/18/2016 09:30:00 PM,1200,MC DANIEL AV,EVANSTON
Tue,10/18/2016 09:08:00 PM,1200,MC DANIEL AV,EVANSTON
Tue,10/18/2016 08:00:00 PM,1200,MC DANIEL AV,EVANSTON
Tue,10/18/2016 04:25:00 AM,600,SHERIDAN SQ,EVANSTON
Tue,10/18/2016 03:36:00 AM,500,SHERIDAN SQ,EVANSTON
Tue,10/18/2016 03:25:00 AM,600,SHERIDAN SQ,EVANSTON
Tue,10/18/2016 12:42:00 AM,2600,SHERIDAN RD,EVANSTON
Tue,10/18/2016 12:42:00 AM,2600,SHERIDAN RD,EVANSTON
Tue,10/18/2016 12:42:00 AM,2600,SHERIDAN RD,EVANSTON
Tue,10/18/2016 12:08:00 AM,1000,SHERMAN,EVANSTON
Mon,10/17/2016 12:26:00 AM,1600,DODGE AV,EVANSTON
Sun,10/16/2016 10:28:00 PM,,HOWARD/SEELEY,CHICAGO
Sun,10/16/2016 10:28:00 PM,,HOWARD/SEELEY,CHICAGO
Thu,10/13/2016 06:43:00 AM,800,REBA PL,EVANSTON
Thu,10/13/2016 12:10:00 AM,800,REBA PL,EVANSTON
Wed,10/12/2016 11:27:00 PM,1100,HOWARD STREET,EVANSTON
Tue,10/11/2016 09:49:00 AM,1800,DODGE AV/LYONS ST,EVANSTON
Tue,10/11/2016 09:37:00 AM,600,HOWARD ST,EVANSTON
Tue,10/11/2016 09:32:00 AM,2100,DARROW AV,EVANSTON
Tue,10/11/2016 04:15:00 AM,1000,CHICAGO AV,EVANSTON
Mon,10/10/2016 11:30:00 PM,2100,PAYNE ST,EVANSTON
Mon,10/10/2016 09:24:00 AM,100,CUSTER AV,EVANSTON
Sun,10/09/2016 11:38:00 PM,1300,DEWEY AV,EVANSTON
Sun,10/09/2016 11:33:00 PM,1300,DEWEY AV,EVANSTON
Sun,10/09/2016 09:26:00 PM,1300,DEWEY AV,EVANSTON
Sun,10/09/2016 06:12:00 PM,2000,DODGE AV,EVANSTON
Sun,10/09/2016 06:12:00 PM,2000,DODGE AV,EVANSTON
Fri,10/07/2016 08:14:00 PM,2200,EMERSON ST,EVANSTON
Fri,10/07/2016 09:07:00 AM,2000,FOSTER ST,EVANSTON
Fri,10/07/2016 08:58:00 AM,2000,FOSTER ST,EVANSTON
Fri,10/07/2016 03:07:00 AM,7400,NORTH ROGERS,CHICAGO
Fri,10/07/2016 03:07:00 AM,7400,NORTH ROGERS,CHICAGO
Thu,10/06/2016 11:22:00 PM,7100,RIDGE,CHICAGO
Thu,10/06/2016 11:05:00 PM,7100,RIDGE,CHICAGO
Thu,10/06/2016 10:57:00 PM,7100,RIDGE,CHICAGO
Thu,10/06/2016 10:28:00 PM,7100,RIDGE,CHICAGO
Thu,10/06/2016 04:30:00 AM,,DEMPSTER/LINCOLNWOOD DRIVE,SKOKIE
Thu,10/06/2016 03:43:00 AM,1500,SIMPSON ST,EVANSTON
Thu,10/06/2016 01:56:00 AM,,DEMPSTER/LINCOLNWOOD DRIVE,SKOKIE
